feature,emotion
[0.         0.         0.         ... 0.0463301  0.05158207 0.16229467],4
[0.33753213 0.         0.         ... 0.08176378 0.         0.        ],7
[0.22564357 0.09199392 0.25979724 ... 0.04961783 0.         0.        ],5
[0.24037749 0.27154103 0.29062559 ... 0.02420491 0.16680258 0.3816956 ],5
[0.27102125 0.         0.         ... 0.05729812 0.         0.        ],5
[0.13861687 0.01869333 0.0472908  ... 0.08445843 0.         0.        ],6
[0.05829005 0.0477654  0.28760989 ... 0.05656265 0.13476772 0.30911192],5
[0.40762765 0.16087115 0.         ... 0.         0.         0.        ],4
[0.29956973 0.02032768 0.01224306 ... 0.2966314  0.2966314  0.10991577],2
[0.38277762 0.32678001 0.08274558 ... 0.0703512  0.02805269 0.03168665],5
[0.16706422 0.47058147 0.12626947 ... 0.01157959 0.05514962 0.15652621],4
[0. 0. 0. ... 0. 0. 0.],0
[0.20487677 0.28659296 0.24547295 ... 0.29260098 0.10608047 0.02083405],3
[0.24022847 0.037399   0.05913301 ... 0.09622571 0.05238296 0.19170082],1
[0.153476   0.         0.         ... 0.03866505 0.02397904 0.        ],4
[0.33431454 0.         0.08989166 ... 0.         0.01437171 0.08761369],5
[0.32333104 0.32333104 0.16441992 ... 0.01723372 0.02043668 0.0122871 ],4
[0.29428562 0.22690337 0.1123567  ... 0.         0.         0.        ],5
[0.09122191 0.04114602 0.0061432  ... 0.         0.01732105 0.24134948],4
[0.23304316 0.23304316 0.23304316 ... 0.01615554 0.01758381 0.        ],2
[0.1927774  0.1141322  0.0356114  ... 0.         0.00921906 0.00592013],4
[0.45795413 0.         0.         ... 0.         0.         0.        ],5
[0.0844251  0.05459552 0.02525067 ... 0.20440418 0.17446182 0.1448242 ],5
[0.24498146 0.32832274 0.32832274 ... 0.11437767 0.11963947 0.03591822],0
[0.20896797 0.0787118  0.08227502 ... 0.14508095 0.07170594 0.02356821],4
[0.31207434 0.10177714 0.02516232 ... 0.02782216 0.10997675 0.03110612],5
[0.11091909 0.05225391 0.06398606 ... 0.0731645  0.31238884 0.34295931],6
[0.16676928 0.         0.         ... 0.         0.         0.        ],6
[0.2714178  0.2714178  0.0914364  ... 0.05934164 0.08906994 0.03825039],1
[0.41502822 0.         0.         ... 0.2594122  0.2594122  0.16293999],6
[0.13749635 0.01631624 0.00688542 ... 0.10233873 0.03567747 0.        ],0
[0.28915644 0.28915644 0.12377463 ... 0.22272665 0.13265221 0.11126516],5
[0.07167948 0.         0.05611376 ... 0.01218094 0.05622924 0.04320087],2
[0.00781621 0.         0.         ... 0.05829716 0.         0.        ],5
[0.2585169  0.14919027 0.12897257 ... 0.10279865 0.09657384 0.13284292],5
[0.03743276 0.25937623 0.04932812 ... 0.31980103 0.29074085 0.15019359],7
[0.15287082 0.10327203 0.09174539 ... 0.10953444 0.0537126  0.04131242],1
[0.33697453 0.         0.         ... 0.03457454 0.         0.        ],4
[0.07487969 0.09275341 0.16128254 ... 0.09615802 0.01256624 0.04094235],4
[0.25634511 0.07645386 0.01047972 ... 0.13858128 0.23998782 0.05849759],6
[0.2841088  0.16310767 0.08697291 ... 0.08981194 0.01803835 0.04113376],4
[0.11671994 0.         0.0674321  ... 0.         0.         0.17595074],4
[0.21752246 0.12763259 0.12434467 ... 0.31119882 0.13886811 0.        ],2
[0.35131527 0.01165533 0.         ... 0.03617785 0.02781065 0.00193888],1
[0.29974807 0.07132159 0.29974807 ... 0.16549449 0.08393932 0.27622247],7
[0. 0. 0. ... 0. 0. 0.],5
[0.01133837 0.00292539 0.01700222 ... 0.00350169 0.01945028 0.01266332],4
[0.60791529 0.         0.         ... 0.         0.         0.        ],6
[0.15423771 0.01133482 0.00889177 ... 0.25758899 0.16872491 0.08634633],3
[0.14399908 0.06398303 0.16454661 ... 0.26861984 0.31910494 0.02380308],4
[0.22087856 0.32322095 0.20219915 ... 0.09053603 0.24669905 0.0423788 ],6
[0.22448285 0.25016332 0.25016332 ... 0.03811938 0.01171971 0.01314814],1
[0.19003497 0.04487249 0.05302374 ... 0.         0.         0.0262686 ],5
[0.1787153  0.23816786 0.2042526  ... 0.         0.         0.08459192],6
[0.29982675 0.14032889 0.27722653 ... 0.17433664 0.03981827 0.17246998],6
[0.16866151 0.06651724 0.1196359  ... 0.14564918 0.02145309 0.21339089],0
[0.23092952 0.27153085 0.0138604  ... 0.15605031 0.22498699 0.07773275],5
[0.27402844 0.09412802 0.15305071 ... 0.20756278 0.25496535 0.24051352],2
[0.30222804 0.30222804 0.30222804 ... 0.21073103 0.27627473 0.19193406],4
[0.18037498 0.02520817 0.02391457 ... 0.10594351 0.19856761 0.01783133],4
[0.19782913 0.         0.03495552 ... 0.         0.         0.        ],4
[0.33874657 0.09928615 0.10058642 ... 0.07060113 0.18703117 0.11470492],4
[0.11396721 0.14331952 0.10090891 ... 0.01365563 0.02378336 0.06798703],7
[0.15652397 0.10083857 0.37497988 ... 0.01725377 0.08184183 0.        ],5
[0.16511812 0.06083473 0.06667943 ... 0.02901484 0.24692607 0.1933196 ],3
[0.16314742 0.08269448 0.12543832 ... 0.22245891 0.20516974 0.1162513 ],4
[0.21338192 0.08726833 0.08236794 ... 0.24996594 0.07756969 0.04996576],3
[0.         0.         0.         ... 0.01716446 0.03845248 0.        ],6
[0.19935596 0.         0.04337414 ... 0.         0.         0.        ],4
[0.25302061 0.00703935 0.00445208 ... 0.04259112 0.03908279 0.02279131],4
[0.21501815 0.25227554 0.21325544 ... 0.02551689 0.16417965 0.15457743],2
[0.08806412 0.07423933 0.0632876  ... 0.00355223 0.0238884  0.27734702],2
[0.2937402  0.06656951 0.0367102  ... 0.01209006 0.06388407 0.09548222],4
[0.26390981 0.13804266 0.17575761 ... 0.01891151 0.10832451 0.2763555 ],5
[0.0256096  0.         0.0201208  ... 0.00171725 0.0030357  0.04006927],6
[0.35790974 0.         0.01688231 ... 0.         0.         0.        ],6
[0.05795075 0.01596584 0.15001649 ... 0.03434452 0.08349068 0.05897577],5
[0.20287208 0.03335042 0.09652166 ... 0.24880733 0.24880733 0.24880733],0
[0.20145171 0.2353671  0.28029575 ... 0.00982842 0.03343842 0.11218029],5
[0.         0.         0.         ... 0.11446444 0.15467262 0.09250274],5
[0.19307949 0.0439799  0.0961099  ... 0.13005257 0.42495374 0.06176666],2
[0.24283836 0.         0.05389847 ... 0.19140692 0.08017498 0.05669227],1
[0.22135824 0.20763526 0.2391281  ... 0.03054602 0.0096595  0.        ],5
[0.0397232  0.01278696 0.01012504 ... 0.01385776 0.0204456  0.53501935],5
[0.10058461 0.21725767 0.3028371  ... 0.00271531 0.13456391 0.095597  ],5
[0.19460673 0.09310933 0.08281334 ... 0.00989937 0.         0.        ],4
[0.0951351  0.2602401  0.08551007 ... 0.19300676 0.15686601 0.1602089 ],5
[0.18819182 0.28265555 0.30870349 ... 0.0624526  0.12893077 0.32209627],5
[0.11624336 0.03421066 0.07190235 ... 0.15756651 0.01053816 0.24754556],4
[0.21380734 0.32263778 0.30809402 ... 0.02988889 0.05585418 0.02969489],4
[0.08386269 0.02801178 0.01292764 ... 0.07051062 0.1744632  0.01770642],4
[0.17151648 0.05790582 0.02629502 ... 0.39148181 0.         0.        ],6
[0.07528082 0.         0.         ... 0.00957012 0.18855553 0.07720234],5
[0.39714296 0.         0.         ... 0.08454515 0.20981317 0.21125909],4
[0.23283034 0.0672572  0.20659597 ... 0.43194274 0.07484585 0.00939289],7
[0.09828696 0.10983411 0.1192399  ... 0.         0.         0.        ],6
[0.01972318 0.00630034 0.09243687 ... 0.29462469 0.23920542 0.15886367],0
[0.2122292  0.22012742 0.21739726 ... 0.07093339 0.00945096 0.05616236],0
[0.41333656 0.         0.01852449 ... 0.09685957 0.         0.        ],5
[0.25014698 0.07377757 0.06751633 ... 0.08159555 0.08987246 0.20231158],4
[0.17419835 0.21608607 0.04059899 ... 0.10285333 0.01410991 0.01106792],3
[0.33206836 0.         0.25023321 ... 0.06189281 0.04857481 0.        ],4
[0.25779331 0.25779331 0.11463404 ... 0.06007397 0.11489928 0.27804101],3
[0.1362784  0.25941396 0.25941396 ... 0.04088326 0.         0.        ],7
[0. 0. 0. ... 0. 0. 0.],6
[0.22323395 0.05475067 0.05825452 ... 0.16660943 0.09094676 0.13619496],1
[0.38987296 0.14188697 0.04861571 ... 0.00992917 0.36922397 0.17291597],5
[0.         0.         0.         ... 0.02549514 0.07281142 0.05700887],4
[0.24315099 0.         0.         ... 0.08166968 0.         0.        ],7
[0.32520285 0.04153218 0.         ... 0.         0.09113364 0.07955215],4
[0.36432357 0.         0.07933084 ... 0.07491514 0.24559318 0.26902658],1
[0.34527728 0.31494765 0.02749439 ... 0.09348079 0.07409007 0.03355026],1
[0.00803805 0.         0.         ... 0.13517212 0.19996818 0.12586912],3
[0.36478281 0.06561572 0.04149902 ... 0.         0.         0.        ],6
[0.27288864 0.24599514 0.17193689 ... 0.         0.03366714 0.05028923],2
[0.25288082 0.05754304 0.25288082 ... 0.10204555 0.13205545 0.01084723],6
[0.22682981 0.08717928 0.07936569 ... 0.31783496 0.01760832 0.03032036],1
[0.21592296 0.31158444 0.25642153 ... 0.03062499 0.26417602 0.40733536],6
[0.05461087 0.         0.         ... 0.         0.07096238 0.        ],3
[0.2711628  0.09661787 0.01386164 ... 0.12692416 0.11463213 0.321984  ],5
[0.40707013 0.         0.         ... 0.04521988 0.1765529  0.09695734],1
[0.25321193 0.04435536 0.11451347 ... 0.09177186 0.10957052 0.08411422],5
[0.04916176 0.01832151 0.02048407 ... 0.00459795 0.00663126 0.06303102],4
[0.24754169 0.05493521 0.0734867  ... 0.         0.         0.        ],1
[0.10041139 0.02392769 0.1128506  ... 0.22214826 0.0455549  0.02484981],7
[0.15411929 0.17738545 0.13997056 ... 0.20292231 0.17924886 0.03539386],5
[0.21680605 0.3766279  0.03758746 ... 0.11580593 0.1340711  0.02622302],4
[0.         0.         0.         ... 0.03972121 0.0069643  0.        ],3
[0.22522892 0.07051565 0.08967397 ... 0.23740117 0.18383867 0.11227616],6
[0.21286068 0.06027695 0.08900433 ... 0.0750173  0.18777755 0.17179408],2
[0.23434375 0.07695595 0.12651841 ... 0.12393143 0.08219898 0.02906173],3
[0.01001484 0.         0.         ... 0.03505245 0.00864295 0.        ],1
[0.2856886  0.34894121 0.17278912 ... 0.11025719 0.33222993 0.33222993],4
[0.2704415  0.02408047 0.07614914 ... 0.09162492 0.07660604 0.        ],0
[0.00882679 0.         0.         ... 0.         0.         0.        ],3
[0.23089966 0.1036471  0.04734742 ... 0.04073227 0.03351507 0.07258193],6
[0.09160318 0.20364247 0.11224087 ... 0.00958707 0.10292803 0.38580126],6
[0.08441156 0.04630686 0.03873417 ... 0.08898754 0.01124807 0.11680336],5
[0.36396138 0.27219481 0.         ... 0.07566974 0.         0.        ],2
[0.29562762 0.04796849 0.12213818 ... 0.06133728 0.08709108 0.08493078],2
[0.30423272 0.30423272 0.11424767 ... 0.08278911 0.06894647 0.02854154],3
[0.33890232 0.02509511 0.0327074  ... 0.06037986 0.36945174 0.36945174],4
[0.26231617 0.08932137 0.         ... 0.27852842 0.13558577 0.04256866],0
[0.1761205 0.        0.        ... 0.        0.        0.       ],4
[0.22994383 0.19307554 0.09378019 ... 0.26155963 0.20240187 0.14276033],1
[0.35568148 0.04527219 0.         ... 0.         0.         0.        ],4
[0.29898156 0.29898156 0.07790787 ... 0.0037928  0.         0.        ],1
[0.14275638 0.10083602 0.13258232 ... 0.25881129 0.18748404 0.06449524],0
[0.23884601 0.11079513 0.09406715 ... 0.00800429 0.06777932 0.11498955],0
[0.18842674 0.05416333 0.07233153 ... 0.44223747 0.44223747 0.00261906],6
[0.14260893 0.2734991  0.03077526 ... 0.12901817 0.         0.04575229],3
[0.14353806 0.01572294 0.00848305 ... 0.         0.         0.        ],6
[0.06133754 0.08202349 0.07158009 ... 0.08403359 0.12067389 0.0147972 ],5
[0.36435377 0.         0.         ... 0.         0.         0.        ],4
[0.28170721 0.03155027 0.05858738 ... 0.16185624 0.         0.        ],4
[0.27208167 0.21114651 0.07375463 ... 0.04481012 0.04668527 0.01431407],4
[0.0730125  0.00592784 0.01499638 ... 0.00831106 0.00440368 0.00726273],5
[0.19141649 0.01087396 0.         ... 0.06531884 0.19826714 0.        ],4
[0.2883502  0.         0.         ... 0.03022657 0.         0.        ],4
[0.35291089 0.         0.         ... 0.10946029 0.25121374 0.20165948],4
[0.25576967 0.05394683 0.         ... 0.         0.         0.        ],4
[0.41886928 0.41886928 0.         ... 0.04038093 0.01587326 0.02965201],5
[0.03296063 0.00735658 0.01378383 ... 0.04461642 0.05560413 0.05810759],0
[0.38784486 0.00339204 0.         ... 0.         0.36591862 0.36591862],4
[0.3436592  0.         0.         ... 0.10491731 0.08473447 0.        ],4
[0.33858817 0.38482008 0.05265433 ... 0.         0.11779489 0.07222537],4
[0.27466641 0.         0.         ... 0.03010912 0.04760669 0.        ],4
[0.21015297 0.25792084 0.25682051 ... 0.         0.         0.        ],4
[0.18347578 0.10827971 0.06421788 ... 0.22049256 0.00294741 0.        ],5
[0.21383432 0.03363719 0.02730774 ... 0.09123102 0.04121398 0.15198963],2
[0.23504102 0.11642248 0.08898417 ... 0.03072188 0.25976598 0.2486658 ],5
[0.07578824 0.07978048 0.02426475 ... 0.         0.02366278 0.16738304],3
[0.17752826 0.         0.         ... 0.16794512 0.21158085 0.05920507],0
[0.26966764 0.16156894 0.08226187 ... 0.02980245 0.08030308 0.26880064],5
[0.22732546 0.2005807  0.14354719 ... 0.05106795 0.23443734 0.12588556],4
[0.15598373 0.         0.04858296 ... 0.0351261  0.         0.03012427],1
[0.23088516 0.14214472 0.14411568 ... 0.02084731 0.0626571  0.30328456],2
[0.19298482 0.27349926 0.31040935 ... 0.         0.         0.        ],5
[0.28604124 0.10533817 0.05577866 ... 0.08271491 0.04980303 0.07892701],4
[0.12650116 0.12893708 0.10211125 ... 0.         0.         0.02615761],4
[0.19807162 0.         0.         ... 0.         0.0607217  0.        ],3
[0.14788499 0.         0.06219675 ... 0.24815494 0.25292409 0.25292409],4
[0.29122516 0.15127682 0.16192422 ... 0.14849037 0.13798267 0.27782888],5
[0.23660609 0.         0.06572727 ... 0.         0.01463531 0.        ],7
[0.23716944 0.12474281 0.05797027 ... 0.05933769 0.23008755 0.04008734],4
[0.34099679 0.02037271 0.         ... 0.         0.         0.        ],4
[0.03251659 0.02669723 0.01970391 ... 0.00451636 0.03156486 0.03707463],5
[0.15876818 0.24132949 0.10328353 ... 0.         0.         0.        ],5
[0.         0.         0.         ... 0.0327192  0.24107326 0.26164302],2
[0.25987971 0.0913351  0.08544671 ... 0.00439328 0.         0.0276653 ],4
[0.20509454 0.1256674  0.1535048  ... 0.1797148  0.14406848 0.0228582 ],1
[0.34417117 0.14469911 0.02311598 ... 0.         0.00947371 0.04170543],2
[0.28118261 0.1550872  0.10955765 ... 0.28609552 0.01681989 0.        ],5
[0.19310621 0.10045795 0.08039085 ... 0.16638534 0.28447141 0.09408925],2
[0.06813404 0.         0.01986431 ... 0.30915647 0.22403467 0.03268924],1
[0.26423876 0.14313822 0.08974186 ... 0.18089548 0.06490768 0.12889198],5
[0.00852418 0.         0.         ... 0.12751241 0.01357654 0.12104468],5
[0.28550118 0.06020416 0.2623498  ... 0.32745099 0.32745099 0.00961147],5
[0.048921   0.         0.17727637 ... 0.07857634 0.00441374 0.01044803],6
[0.27671568 0.18205173 0.15414776 ... 0.01374792 0.16002546 0.26803729],6
[0.01553493 0.01196954 0.00313853 ... 0.15358356 0.02102574 0.        ],7
[0.         0.         0.         ... 0.09678844 0.11483475 0.11759909],2
[0. 0. 0. ... 0. 0. 0.],6
[0.         0.         0.         ... 0.12249297 0.17070942 0.23324754],3
[0.37288392 0.01439222 0.06371709 ... 0.01162243 0.0110823  0.01299427],7
[0.22334235 0.14113477 0.21082539 ... 0.17981201 0.24604468 0.24604468],5
[0.26208816 0.14080767 0.27375599 ... 0.         0.01284657 0.03943679],5
[0.00834907 0.         0.         ... 0.         0.15192053 0.34390879],3
[0.28331405 0.28331405 0.03309394 ... 0.3573677  0.20386286 0.06218436],4
[0.24829923 0.03396898 0.11763596 ... 0.09297743 0.01435772 0.01091355],0
[0.23988096 0.04612856 0.04062555 ... 0.18908631 0.14448844 0.04552448],4
[0.2142845  0.2462728  0.2462728  ... 0.19378914 0.16759371 0.        ],6
[0.        0.        0.        ... 0.2397095 0.        0.       ],3
[0.0603584  0.02166589 0.13755538 ... 0.31619523 0.01933306 0.        ],4
[0.18402242 0.         0.0520494  ... 0.         0.         0.        ],2
[0.0829986  0.06926375 0.16887417 ... 0.02234749 0.14044322 0.12840718],2
[0.33969826 0.06112141 0.03441701 ... 0.02680648 0.08172498 0.14322228],6
[0.3273257  0.         0.09258169 ... 0.         0.         0.        ],7
[0.25389803 0.05051893 0.02545504 ... 0.19850228 0.         0.08083931],0
[0.31399482 0.03670238 0.05117081 ... 0.04887487 0.01355545 0.        ],5
[0.36614444 0.05530205 0.         ... 0.11783687 0.05914964 0.        ],4
[0.30550912 0.08855119 0.21428452 ... 0.03631931 0.02705219 0.04289156],6
[0.18985754 0.35647228 0.14711475 ... 0.         0.         0.01856136],5
[0.24273017 0.05635604 0.13315882 ... 0.04634727 0.         0.        ],5
[0.20075432 0.06294296 0.0387594  ... 0.15904407 0.17781808 0.10126682],5
[0. 0. 0. ... 0. 0. 0.],5
[0.21155511 0.13041529 0.         ... 0.03784582 0.11631645 0.        ],5
[0.19538361 0.03904439 0.06776013 ... 0.         0.16377179 0.15151866],4
[0.25273466 0.01953161 0.04782092 ... 0.         0.1402287  0.        ],5
[0.27309794 0.04188051 0.15892536 ... 0.04598188 0.         0.        ],4
[0.1218473  0.00522329 0.         ... 0.1244763  0.20419169 0.04638958],4
[0.02511907 0.02246718 0.05363736 ... 0.25465986 0.06382924 0.01660363],3
[0.36319067 0.         0.         ... 0.         0.         0.        ],4
[0.23996808 0.07019291 0.11079415 ... 0.22350624 0.10553355 0.18735161],1
[0.25831098 0.         0.         ... 0.02040478 0.01273071 0.        ],3
[0.27290552 0.26534663 0.0330086  ... 0.05142227 0.0952907  0.20011418],5
[0.1447434  0.24882053 0.14655495 ... 0.23531824 0.08299055 0.02263296],7
[0.26021397 0.27292895 0.27292895 ... 0.         0.         0.        ],4
[0.24153763 0.11100729 0.14275636 ... 0.41162411 0.17050746 0.00614757],6
[0.06352891 0.20828755 0.04099739 ... 0.         0.         0.        ],4
[0.3138727  0.06848892 0.12613702 ... 0.         0.         0.        ],7
[0.31864026 0.31864026 0.28445911 ... 0.11626548 0.23455806 0.0519291 ],5
[0.1611363  0.18500393 0.34874373 ... 0.350732   0.10101774 0.04818653],5
[0.38516985 0.38516985 0.0683996  ... 0.01638556 0.13690224 0.27009827],4
[0.3267786  0.         0.         ... 0.         0.05831335 0.20828558],4
[0.11012236 0.         0.         ... 0.10060246 0.34436194 0.41239321],7
[0.19704101 0.         0.03154195 ... 0.05566422 0.         0.02903404],5
[0.20844407 0.         0.         ... 0.33008047 0.16856064 0.00803719],7
[0.18582892 0.07310453 0.05960295 ... 0.07722827 0.08001073 0.16111795],7
[0.10244356 0.04031353 0.01347204 ... 0.09352288 0.01836277 0.00402232],4
[0.6843147  0.04830613 0.         ... 0.10652336 0.03488619 0.02152764],5
[0.33179598 0.09485965 0.06411989 ... 0.08165977 0.07547856 0.09448007],1
[0.42141716 0.09370263 0.01937134 ... 0.         0.00235732 0.00972219],5
[0.22916338 0.07493802 0.28112348 ... 0.01569647 0.07053102 0.02464573],5
[0.03510384 0.0257942  0.09280085 ... 0.06018996 0.19476378 0.16384043],5
[0.05088736 0.         0.03485588 ... 0.02180104 0.         0.        ],5
[0.29265032 0.29265032 0.24068284 ... 0.42866273 0.19152481 0.09595748],0
[0.37927967 0.         0.         ... 0.02330965 0.         0.        ],0
[0.33223718 0.06887429 0.13215124 ... 0.02199251 0.         0.        ],4
[0.26649342 0.00922524 0.07374227 ... 0.         0.         0.        ],4
[0.29104127 0.29104127 0.10857447 ... 0.04500136 0.07836368 0.22268748],4
[0.05791815 0.33856866 0.13803734 ... 0.08033345 0.05732236 0.17146711],5
[0.0611029  0.         0.         ... 0.         0.06864483 0.        ],4
[0.23894112 0.13245009 0.08698295 ... 0.01866205 0.18985816 0.12348063],1
[0. 0. 0. ... 0. 0. 0.],6
[0.         0.         0.         ... 0.29653989 0.01296499 0.        ],4
[0.27005454 0.         0.001785   ... 0.0817961  0.04897791 0.20466952],5
[0.22967129 0.03640903 0.         ... 0.         0.         0.        ],5
[0.0165229  0.06404972 0.0906775  ... 0.25767638 0.25767638 0.25767638],3
[0.01601888 0.00518918 0.131439   ... 0.11758068 0.         0.05214026],4
[0.35550567 0.33677292 0.03895151 ... 0.01936641 0.04138332 0.01210401],5
[0.07310849 0.0114232  0.         ... 0.         0.         0.        ],5
[0.12650896 0.27973748 0.27973748 ... 0.260459   0.10962016 0.12508846],0
[0.26360557 0.20467925 0.26360557 ... 0.         0.         0.13035054],1
[0.43468203 0.03634864 0.01615266 ... 0.02132797 0.03695771 0.35623467],4
[0.23748618 0.1711745  0.12993451 ... 0.02477205 0.29905148 0.29905148],0
[0.         0.         0.         ... 0.13516122 0.05096367 0.08715869],6
[0.45309789 0.45309789 0.02020219 ... 0.00598167 0.01447666 0.        ],2
[0.37731733 0.         0.         ... 0.         0.         0.        ],3
[0.47687392 0.47687392 0.31268599 ... 0.16702726 0.01980416 0.01961609],6
[0.0203907  0.01573376 0.0128331  ... 0.0032607  0.00776666 0.07071945],4
[0.07567563 0.         0.         ... 0.00230411 0.         0.16227797],5
[0.26187722 0.1671308  0.14102946 ... 0.02067973 0.0605458  0.29085888],1
[0.32091458 0.         0.06885359 ... 0.         0.         0.        ],5
[0.17177767 0.14129399 0.11593853 ... 0.0159847  0.0101028  0.00546901],3
[0.30509576 0.10223739 0.01616515 ... 0.03366742 0.         0.02132598],5
[0.20018636 0.0631404  0.         ... 0.06037866 0.05264461 0.        ],4
[0.06333178 0.0859161  0.21345871 ... 0.         0.00639997 0.        ],4
[0.41025795 0.16108098 0.10245333 ... 0.         0.         0.        ],7
[0.         0.         0.         ... 0.01478718 0.03064237 0.        ],7
[0.24689654 0.1848032  0.17458673 ... 0.2170225  0.35606357 0.25352772],4
[0.13606947 0.12077049 0.16063184 ... 0.07326026 0.21430334 0.16488039],4
[0.0270417  0.         0.01855045 ... 0.44839774 0.01154118 0.04558113],5
[0.23362963 0.12125249 0.06402966 ... 0.06645523 0.18341512 0.17092491],3
[0.31630538 0.         0.         ... 0.14013965 0.0817454  0.22844603],1
[0.2215119  0.12683329 0.         ... 0.35240648 0.08667752 0.        ],4
[0.02960512 0.         0.0237367  ... 0.04068617 0.2160799  0.33507854],6
[0.42965716 0.0056038  0.00271328 ... 0.13207635 0.06646866 0.        ],3
[0.21823051 0.01944212 0.         ... 0.0198043  0.02919233 0.0234552 ],2
[0.25231218 0.17670013 0.08400176 ... 0.0901794  0.09159596 0.08529103],6
[0.24544257 0.22942393 0.15387424 ... 0.13331857 0.02850431 0.00637786],5
[0.33734987 0.         0.16116916 ... 0.         0.         0.03860139],4
[0.13374278 0.         0.03791141 ... 0.01922206 0.14815201 0.07293376],6
[0.03398904 0.00800019 0.00826706 ... 0.01494684 0.03464344 0.2451573 ],0
[0.15982488 0.11912643 0.17579839 ... 0.26028363 0.18434521 0.03503353],4
[0.04512089 0.00560519 0.         ... 0.07215925 0.21865066 0.27788813],4
[0.21264485 0.08903231 0.06968719 ... 0.05063756 0.00685442 0.        ],6
[0.30414405 0.         0.         ... 0.03469766 0.07909513 0.14936347],0
[0.10909347 0.         0.         ... 0.0115536  0.00754505 0.        ],5
[0.45146369 0.05811774 0.06816543 ... 0.32847313 0.04496215 0.01112045],4
[0.13789601 0.00823629 0.         ... 0.         0.         0.0184473 ],5
[0.13830129 0.         0.01097678 ... 0.         0.         0.08560976],4
[0.03838584 0.10867872 0.05502221 ... 0.32091512 0.22865161 0.00932625],5
[0.26783654 0.03890276 0.02483651 ... 0.00312593 0.05241828 0.05936081],1
[0.34146114 0.34146114 0.         ... 0.         0.         0.        ],3
[0.44429989 0.         0.         ... 0.04019057 0.15811242 0.24626907],3
[0.06164006 0.07193611 0.         ... 0.05157836 0.01172869 0.04811165],6
[0.20737542 0.07366024 0.10502615 ... 0.15591048 0.0565774  0.0103559 ],6
[0.27474701 0.27474701 0.21483332 ... 0.04496738 0.03371519 0.03108387],5
[0.26480466 0.26480466 0.         ... 0.01448379 0.14434197 0.36009484],4
[0.12792856 0.09812004 0.05276385 ... 0.15699056 0.06564269 0.07646791],5
[0.11596716 0.         0.         ... 0.00594795 0.         0.        ],6
[0.17955003 0.02230939 0.01660369 ... 0.         0.         0.        ],0
[0.34826735 0.         0.         ... 0.         0.         0.        ],4
[0.16132503 0.01382579 0.06626994 ... 0.02082564 0.01000717 0.04541744],4
[0.00554945 0.         0.         ... 0.04151032 0.08689449 0.06018414],1
[0.23813724 0.11179912 0.18547883 ... 0.22617423 0.22617423 0.22617423],0
[0.         0.         0.         ... 0.12064906 0.09026346 0.01114882],1
[0.         0.         0.         ... 0.27382162 0.06539164 0.04454915],6
[0.45968282 0.         0.         ... 0.33260465 0.         0.        ],4
[0.05962487 0.         0.         ... 0.01553044 0.24011671 0.08702618],1
[0.04274467 0.         0.         ... 0.03937222 0.01012974 0.00640661],7
[0.29887686 0.28631008 0.21405833 ... 0.02888495 0.031705   0.03277056],4
[0.36176499 0.16623672 0.03541527 ... 0.01866577 0.04535713 0.25046606],5
[0.17168434 0.01019752 0.01111593 ... 0.         0.         0.        ],4
[0.         0.         0.         ... 0.29229358 0.07434052 0.        ],4
[0.30323884 0.19288871 0.06821819 ... 0.07785081 0.04462884 0.15589836],4
[0.05688758 0.2003605  0.2483507  ... 0.07949834 0.         0.        ],7
[0.01178283 0.         0.         ... 0.03697955 0.1169396  0.03593766],2
[0.23895022 0.06630955 0.         ... 0.05476054 0.0537989  0.01680424],4
[0.40198611 0.14386399 0.02972539 ... 0.06493507 0.11516721 0.05965955],4
[0.10763885 0.0141581  0.2702091  ... 0.20132172 0.0917399  0.05328956],0
[0.21172733 0.02561859 0.10207644 ... 0.36209084 0.1480105  0.07865755],1
[0.21755727 0.25531138 0.12817734 ... 0.1406333  0.21059576 0.09113644],5
[0.24135329 0.01580193 0.14098988 ... 0.23494233 0.09203359 0.10925064],3
[0.15124414 0.07218121 0.04135877 ... 0.02397209 0.00302555 0.02304192],1
[0. 0. 0. ... 0. 0. 0.],4
[0.27781548 0.01942778 0.08845683 ... 0.07353754 0.05269683 0.04718869],5
[0.20878656 0.         0.10657833 ... 0.02063994 0.03997382 0.02592738],2
[0.3735585  0.         0.         ... 0.02485448 0.         0.01600432],0
[0.35768079 0.35768079 0.07634347 ... 0.         0.01197441 0.16947427],4
[0.19115253 0.06433359 0.05553973 ... 0.14317021 0.07893889 0.04562125],4
[0.23643734 0.27491854 0.27491854 ... 0.25749713 0.17935928 0.1106021 ],4
[0.32660908 0.32660908 0.20816983 ... 0.10199643 0.05375684 0.        ],4
[0. 0. 0. ... 0. 0. 0.],6
[0.36711485 0.01067302 0.00529983 ... 0.         0.         0.        ],5
[0.28145137 0.07701157 0.01855788 ... 0.00198212 0.0195227  0.14545213],0
[0.01844796 0.03403907 0.09569577 ... 0.04495272 0.11749747 0.2111583 ],5
[0.30481803 0.26257936 0.32341057 ... 0.01988525 0.01013953 0.        ],4
[0.19217762 0.0306397  0.01457765 ... 0.31860746 0.         0.01856499],7
[0.39634673 0.39634673 0.02610466 ... 0.22950351 0.201238   0.14214958],5
[0.33357838 0.         0.         ... 0.18452382 0.17164762 0.15338657],5
[0.26363313 0.04156441 0.07967929 ... 0.00426758 0.1185998  0.1253353 ],5
