,image,emotion,mouth_distance,average_distance
2629,Katja_Riemann_0001.jpg,0,-56.0,99.99062456050567
246,Angelina_Jolie_0007.jpg,1,-1.0,50.9649533560881
32,Adoor_Gopalakarishnan_0001.jpg,1,-1.0,62.33144052168737
120,Alicia_Witt_0001.jpg,0,-25.0,73.1744742138308
2789,Laura_Bush_0034.jpg,0,-23.666666666666668,76.0163545506462
904,Colin_Powell_0208.jpg,0,-16.666666666666668,75.90955109929769
405,Barbara_Walters_0001.jpg,0,-17.333333333333332,68.93278312940367
3950,Roh_Moo-hyun_0008.jpg,4,-18.0,72.11001932840713
4026,Saddam_Hussein_0005.jpg,1,-9.333333333333334,65.91635972381025
4147,Sergio_Vieira_De_Mello_0006.jpg,1,-34.333333333333336,76.86592661732821
331,Ariel_Sharon_0061.jpg,0,1.6666666666666667,72.05844687776711
3068,Marsah_Ambrosius_0001.jpg,0,-38.333333333333336,82.07590613884267
2632,Keiko_Sofia_Fujimori_0001.jpg,1,-0.3333333333333333,62.452767619946236
538,Bonnie_Fuller_0001.jpg,0,-25.666666666666668,81.838541831253
67,Alberto_Fujimori_0002.jpg,1,-3.0,77.33283819517942
3699,Priscilla_Owen_0001.jpg,1,-1.6666666666666667,69.69416630256077
1595,Gerhard_Schroeder_0002.jpg,0,-3.0,55.3153999249588
806,Clint_Eastwood_0003.jpg,1,-14.333333333333334,75.71764214619952
4462,Tom_Ridge_0019.jpg,1,-7.333333333333333,65.77345582641588
1108,Dolma_Tsering_0002.jpg,0,-28.0,82.44536436656905
1881,Hugo_Chavez_0041.jpg,0,-29.666666666666668,76.0939267181751
4060,Sandra_Bullock_0002.jpg,1,-0.3333333333333333,72.82403425654145
3983,Rose_Marie_0001.jpg,3,-21.666666666666668,75.58201651003488
1090,Dick_Cheney_0004.jpg,1,-8.666666666666666,68.41775332900252
1132,Donald_Rumsfeld_0054.jpg,1,-8.0,69.50900466920676
2323,Joe_Darrell_0001.jpg,0,-12.666666666666666,69.05974577247711
608,Cameron_Diaz_0006.jpg,0,-3.0,58.571260534101825
2775,Larry_Thompson_0004.jpg,1,-12.0,73.68855865377328
2166,Jeffery_Hendren_0001.jpg,0,-28.666666666666668,81.69580783186514
381,Astou_Ndiaye-Diatta_0001.jpg,0,-24.666666666666668,79.96632346977917
1441,George_W_Bush_0012.jpg,2,-9.0,78.59580939417356
651,Carlos_Vives_0002.jpg,0,-1.0,58.45014585245285
1484,George_W_Bush_0197.jpg,0,-4.0,64.9577201460642
2230,Jeremy_Greenstock_0003.jpg,1,-6.666666666666667,69.53187669812048
1757,Hamid_Karzai_0005.jpg,0,-3.0,65.27371832903553
1049,Deepa_Mehta_0001.jpg,0,-49.0,94.8144985938259
1304,Evgeni_Plushenko_0001.jpg,0,0.0,52.481717446077994
3836,Richard_Myers_0012.jpg,1,-12.666666666666666,74.04720771634966
723,Charlotte_Chambers_0001.jpg,4,-32.666666666666664,74.37278826928635
1591,Gerard_de_Cortanze_0001.jpg,1,-7.333333333333333,73.33358629504447
255,Angel_Lockward_0001.jpg,0,-12.666666666666666,72.8393768986914
3173,Micah_Knorr_0001.jpg,1,-2.0,60.0295270483373
3834,Richard_Myers_0009.jpg,1,-15.0,77.79868356443997
4706,William_Ford_Jr_0007.jpg,0,-21.666666666666668,74.48810894164531
2858,Liam_Neeson_0002.jpg,0,-23.0,68.69475761063133
1495,George_W_Bush_0225.jpg,1,-13.0,74.4347572591951
4114,Serena_Williams_0017.jpg,1,-17.0,67.5516734801248
2908,Lleyton_Hewitt_0026.jpg,0,-43.333333333333336,82.62018743607594
4138,Sergey_Lavrov_0009.jpg,0,-6.0,69.59654648046066
2055,James_Robertson_Jr_0001.jpg,0,0.3333333333333333,62.666318497646266
3886,Robert_Blake_0008.jpg,2,0.0,62.47509019172095
959,Daniel_Bruehl_0001.jpg,0,-0.6666666666666666,62.226286460334414
1887,Hugo_Chavez_0053.jpg,0,-25.333333333333332,77.15721154965131
3957,Roh_Moo-hyun_0027.jpg,1,-16.666666666666668,76.92763023854073
1859,Horace_Newcomb_0001.jpg,1,-3.0,57.25529017125978
2011,Jaime_Orti_0001.jpg,0,4.0,63.82818666932979
3017,Margie_Puente_0001.jpg,0,-32.333333333333336,83.07531133219531
914,Colleen_Ryan_0001.jpg,1,-3.6666666666666665,68.69616955167636
2766,Larry_Greene_0001.jpg,1,-1.3333333333333333,73.72850692618162
796,Claudia_Cardinale_0001.jpg,1,-16.666666666666668,68.72211765521565
2613,Kate_Hudson_0007.jpg,0,-13.333333333333334,68.31563791755914
259,Anjum_Hussain_0001.jpg,1,-0.3333333333333333,49.14397189939415
567,Brian_Jordan_0001.jpg,0,-27.333333333333332,64.98911440656411
3568,Paul_Celluci_0001.jpg,1,-3.3333333333333335,78.11424735692208
2254,Jesse_Harris_0001.jpg,0,-2.3333333333333335,56.44967826720174
2703,King_Abdullah_II_0004.jpg,0,-21.333333333333332,68.12658842311869
224,Andre_Agassi_0035.jpg,0,-7.333333333333333,55.302488806256186
1592,Gerard_Kleisterlee_0001.jpg,1,0.0,57.57068770689633
1138,Donald_Rumsfeld_0068.jpg,0,-19.666666666666668,71.46672859343535
650,Carlos_Salinas_0001.jpg,1,-6.666666666666667,64.97166337352378
4484,Tony_Blair_0011.jpg,1,-14.666666666666666,69.93867803383982
1896,Hung_Wan-ting_0001.jpg,1,-3.0,74.21678273207714
4539,Tony_Blair_0134.jpg,0,-28.666666666666668,80.67699330747861
801,Claudio_Lopez_0001.jpg,0,-40.333333333333336,82.3118135222929
3359,Nancy_Sinatra_0001.jpg,0,-14.666666666666666,61.02760628087672
1198,Edmund_Stoiber_0012.jpg,1,-15.666666666666666,63.23392953384012
1749,Hal_McCoy_0001.jpg,1,-17.333333333333332,57.217269772400115
4526,Tony_Blair_0104.jpg,0,-21.0,74.9226966087582
1601,Gerhard_Schroeder_0029.jpg,1,-9.666666666666666,60.47277154733292
2005,Jacques_Rogge_0001.jpg,1,-6.666666666666667,78.50898886229483
677,Cass_Ballenger_0001.jpg,1,-7.0,69.2975833673414
2130,Jean-Marc_Olive_0001.jpg,1,-7.666666666666667,69.27378015993541
2259,Jessica_Lange_0002.jpg,0,-28.666666666666668,68.69309535521724
828,Colin_Powell_0046.jpg,1,-1.6666666666666667,73.83234802027394
194,Amy_Yasbeck_0001.jpg,0,-31.666666666666668,79.52264590085434
2298,Jiri_Novak_0004.jpg,2,-28.666666666666668,85.61870414810073
3485,Norm_Coleman_0006.jpg,0,-16.666666666666668,66.97851389460214
2537,Juan_Valencia_Osorio_0001.jpg,1,-8.0,67.49722056305004
2725,Kofi_Annan_0032.jpg,1,-6.0,62.23419081919853
1922,Ian_Thorpe_0008.jpg,0,-17.666666666666668,68.49636289689991
422,Benazir_Bhutto_0003.jpg,1,-3.3333333333333335,67.54329798045197
4543,Tony_Blair_0139.jpg,0,-23.333333333333332,79.98793161566469
661,Carolina_Moraes_0001.jpg,0,-40.666666666666664,85.13982494924186
2117,Jay_Garner_0004.jpg,1,-6.666666666666667,67.48510184172677
2930,Lucy_Liu_0002.jpg,0,-8.333333333333334,85.29516353314136
2520,Juanes_0002.jpg,1,0.6666666666666666,63.1363675570942
3904,Robert_Lange_0001.jpg,1,-8.333333333333334,56.34685049364901
4560,Trent_Lott_0014.jpg,4,-6.666666666666667,37.32534008030907
2213,Jennifer_Lopez_0013.jpg,0,-34.666666666666664,80.2982572731642
4066,Sarah_Canale_0001.jpg,1,-1.6666666666666667,64.34653727949618
2620,Katharine_Hepburn_0001.jpg,0,-19.0,68.54692088870075
803,Clay_Aiken_0003.jpg,1,-2.3333333333333335,67.47005134665099
489,Bill_McBride_0001.jpg,0,-39.333333333333336,86.68358121694762
1207,Eduard_Shevardnadze_0002.jpg,1,-16.0,76.96925643389157
3245,Michel_Therrien_0002.jpg,1,-21.333333333333332,80.60779201304298
4637,Vicente_Fox_0028.jpg,1,0.0,55.440468477301835
3350,Najib_al-Salhi_0001.jpg,1,-11.0,68.1441217092818
998,David_Beckham_0006.jpg,0,-24.666666666666668,78.135941448355
539,Bono_0001.jpg,0,-16.333333333333332,72.95229546419228
2910,Lleyton_Hewitt_0029.jpg,0,-3.0,61.62899656811783
4155,Shane_Warne_0002.jpg,1,-1.0,63.300267577890416
4493,Tony_Blair_0039.jpg,1,-31.333333333333332,69.41182701891519
4245,Steffi_Graf_0002.jpg,0,-23.0,67.38331738596517
1177,Drew_Barrymore_0002.jpg,1,-16.666666666666668,63.115976692441585
3786,Reese_Witherspoon_0002.jpg,0,0.0,73.13914814481696
3961,Roh_Moo-hyun_0031.jpg,0,-16.333333333333332,85.18117522350082
1816,Heizo_Takenaka_0002.jpg,1,-22.333333333333332,85.78119672208278
4429,Tomoko_Hagiwara_0001.jpg,0,-22.333333333333332,74.04385478077063
3771,Rebecca_Romijn-Stamos_0004.jpg,0,-59.0,93.37721732056953
1490,George_W_Bush_0213.jpg,0,-28.0,78.66723557674565
938,Cristina_Saralegui_0002.jpg,0,-29.333333333333332,71.35182883086216
265,Anneli_Jaatteenmaki_0001.jpg,1,0.0,62.16803882947504
4718,William_Nessen_0001.jpg,0,-31.0,81.98956069088149
4373,Thomas_Rupprath_0003.jpg,0,-35.333333333333336,85.52345562439416
2068,Jan-Michael_Gambill_0002.jpg,0,-33.0,71.8487935524884
4438,Tom_Craddick_0004.jpg,0,-8.0,64.70391875362826
2272,Jiang_Zemin_0018.jpg,0,-16.333333333333332,60.699533696754706
3259,Mike_Martz_0004.jpg,1,-7.0,69.0016705329094
649,Carlos_Ruiz_0002.jpg,0,-1.0,56.976033403115565
3969,Roman_Tam_0001.jpg,0,-19.0,75.48278579621379
3820,Richard_Gephardt_0009.jpg,1,-10.666666666666666,74.73052656275092
3523,Pamela_Anderson_0002.jpg,0,1.3333333333333333,66.1368198206276
83,Alejandro_Toledo_0001.jpg,1,-6.0,72.74285479602402
654,Carl_Levin_0001.jpg,1,-13.333333333333334,58.309394700859514
3367,Naomi_Watts_0008.jpg,0,-7.666666666666667,64.0699296265646
3241,Michelle_Rodriguez_0002.jpg,0,-37.0,83.78061336890883
944,Curtis_Rodriguez_0001.jpg,1,-1.6666666666666667,65.17768168868403
3170,Mian_Khursheed_Mehmood_Kasuri_0002.jpg,1,-7.666666666666667,64.62922263717181
123,Aline_Chretien_0001.jpg,0,-18.0,70.82110638077141
341,Ari_Fleischer_0004.jpg,0,-42.0,79.24209133908812
2578,Junichiro_Koizumi_0026.jpg,1,-11.333333333333334,84.80986520030625
3738,Ralf_Schumacher_0008.jpg,0,-23.666666666666668,73.23910042081229
3013,Marc_Gold_0001.jpg,1,-18.0,76.18690735908092
190,Amram_Mitzna_0002.jpg,0,-3.6666666666666665,74.53372068420538
400,Bak_Chang-Ryun_0001.jpg,1,-0.6666666666666666,66.9480250812803
3590,Paul_Sarbanes_0003.jpg,1,-16.666666666666668,78.14358429478382
1705,Guido_Westerwelle_0001.jpg,0,-20.0,73.03998436889891
97,Alejandro_Toledo_0037.jpg,1,-12.0,66.33138077957196
4715,William_Martin_0001.jpg,1,-11.333333333333334,61.20779210916608
1759,Hamid_Karzai_0010.jpg,0,-17.333333333333332,60.21618528758058
3749,Ranil_Wickremasinghe_0003.jpg,1,0.0,66.87375293925062
2102,Jason_Sehorn_0001.jpg,0,-26.0,79.38802068775695
3204,Michael_J_Sheehan_0001.jpg,0,-28.666666666666668,72.10566454767331
1036,David_Trimble_0002.jpg,1,-20.666666666666668,75.79861002687926
1336,Fernando_Henrique_Cardoso_0007.jpg,1,-11.333333333333334,70.02872618682622
2857,Li_Zhaoxing_0008.jpg,0,-24.0,70.45892721206755
925,Coretta_Scott_King_0003.jpg,1,-6.0,70.46049256222048
1172,Douglas_Gansler_0001.jpg,1,-2.0,63.54821685186693
4134,Sergey_Lavrov_0003.jpg,1,-5.0,75.4338160037381
3476,Norah_Jones_0007.jpg,0,-15.666666666666666,70.41564992475223
1976,Jack_Straw_0024.jpg,1,-2.0,67.92802425537455
1324,Felipe_Perez_Roque_0002.jpg,1,-17.333333333333332,67.42586118141438
2406,John_Kerry_0014.jpg,1,1.0,71.58804497533792
1221,Eileen_Coparropa_0002.jpg,0,-28.666666666666668,92.1571266162263
3996,Rudi_Voeller_0001.jpg,0,-12.0,63.513730363100855
1669,Gloria_Macapagal_Arroyo_0037.jpg,0,-8.0,61.36636605138796
738,Chick_Hearn_0001.jpg,0,-11.666666666666666,71.68829707641451
4468,Tom_Rouen_0001.jpg,0,-24.666666666666668,69.67052497414534
4659,Vladimir_Putin_0021.jpg,1,-1.6666666666666667,66.60849339786606
1791,Hans_Eichel_0002.jpg,2,-31.333333333333332,79.34090656790671
3122,Matt_Doherty_0002.jpg,2,-30.333333333333332,92.50263837067746
593,Bruna_Colosio_0001.jpg,0,-16.333333333333332,76.22658611531706
4580,Vaclav_Havel_0003.jpg,0,-5.333333333333333,75.58578761200637
1159,Donna_Barrera_0001.jpg,1,-5.0,60.18726902710553
843,Colin_Powell_0095.jpg,1,1.0,70.60487089512768
3705,Qazi_Afzal_0001.jpg,1,0.0,58.11211720536403
3019,Mariah_Carey_0004.jpg,0,-20.666666666666668,71.28642606781806
2666,Kevin_Spacey_0003.jpg,0,-12.333333333333334,70.74395354846816
305,Ariel_Sharon_0001.jpg,0,-10.0,73.27551753886311
4078,Scott_Hamilton_0001.jpg,0,-49.333333333333336,94.9641903461346
3604,Paul_Wolfowitz_0007.jpg,1,-3.6666666666666665,66.75657180302724
2964,Lynn_Redgrave_0001.jpg,0,-27.666666666666668,84.01308417829208
2755,Lance_Bass_0005.jpg,1,1.3333333333333333,67.67657284548862
2343,Johnny_Carson_0001.jpg,0,-9.333333333333334,73.29656219367838
4252,Stephen_Daldry_0002.jpg,0,-35.666666666666664,72.8330213927056
3330,Monica_Seles_0005.jpg,3,-32.333333333333336,85.3035808644895
4630,Vicente_Fox_0017.jpg,0,-6.0,66.49817556099698
3692,Prince_Claus_0002.jpg,0,-5.333333333333333,57.311346153478844
2729,Kristanna_Loken_0002.jpg,0,-19.333333333333332,67.02679995169622
2655,Ken_Loach_0001.jpg,1,-6.333333333333333,66.00110751928051
3399,Nathan_Smith_0001.jpg,1,-1.6666666666666667,56.18378455621178
1665,Gloria_Macapagal_Arroyo_0025.jpg,1,-14.333333333333334,79.08490055971363
682,Catherine_Deneuve_0004.jpg,1,-6.0,59.68237910332099
1974,Jack_Straw_0019.jpg,1,-3.0,55.63176789044114
4654,Vladimir_Putin_0001.jpg,0,-1.3333333333333333,68.85164081491867
2066,Jamie_Lee_Curtis_0001.jpg,0,-25.0,83.06849062639876
1661,Gloria_Macapagal_Arroyo_0019.jpg,0,-13.666666666666666,63.67363972786361
598,Buford_Blount_0001.jpg,0,-17.666666666666668,78.40628428400949
3057,Mark_Lazarus_0001.jpg,1,-14.333333333333334,63.940075549264684
234,Andy_Roddick_0013.jpg,1,1.6666666666666667,58.36249662335159
3547,Pat_DAmuro_0001.jpg,1,-14.333333333333334,64.31637611856115
2554,Julianne_Moore_0011.jpg,0,-1.0,67.68137556681245
3250,Mick_McCarthy_0001.jpg,1,-1.0,54.867473630829366
2770,Larry_Lucchino_0002.jpg,0,-16.0,68.94804755209297
3111,Mathias_Reichhold_0002.jpg,0,-20.0,72.04586318022766
2149,Jean_Chretien_0007.jpg,1,-11.666666666666666,70.79860808359437
3305,Mohamed_ElBaradei_0004.jpg,0,-21.0,71.17134461366912
3729,Rafiq_Hariri_0001.jpg,0,-11.333333333333334,54.54431589261866
852,Colin_Powell_0121.jpg,1,-6.333333333333333,79.29057882878307
1265,Emyr_Jones_Parry_0001.jpg,1,-7.0,75.68334740479217
1883,Hugo_Chavez_0044.jpg,1,-6.0,68.13240531479303
846,Colin_Powell_0099.jpg,1,8.666666666666666,75.397576553713
4643,Vincent_Brooks_0007.jpg,1,-6.333333333333333,68.01911273481767
76,Alec_Baldwin_0003.jpg,1,-7.666666666666667,66.88560089635465
4480,Tony_Blair_0003.jpg,0,-54.666666666666664,93.30097194982488
4288,Susan_Walvius_0001.jpg,1,-9.0,70.25539328384069
62,Alan_Mulally_0001.jpg,1,-6.333333333333333,62.86414506930098
3289,Milo_Maestrecampo_0001.jpg,1,-20.0,77.18717700575432
2479,Joschka_Fischer_0012.jpg,1,1.0,54.08283926958908
2300,Jiri_Novak_0006.jpg,1,-31.666666666666668,87.59769879346166
2740,Kwon_Young-gil_0001.jpg,4,-12.666666666666666,67.18133964274435
3879,Roberto_Marinho_0003.jpg,0,0.3333333333333333,58.02060284649998
522,Bob_Hope_0002.jpg,0,-1.3333333333333333,76.42097513887447
1839,Hilda_Fortune_0001.jpg,0,-12.666666666666666,62.851079688363974
1163,Donny_Osmond_0001.jpg,0,-21.0,74.73844241811912
1453,George_W_Bush_0063.jpg,1,-22.333333333333332,77.26960675471102
2024,James_Cameron_0002.jpg,1,-4.666666666666667,47.871367434711985
3533,Pascal_Lamy_0002.jpg,1,-6.0,79.09058278624029
3231,Michelle_Branch_0001.jpg,0,-40.0,89.28970117149076
2049,James_Meeks_0001.jpg,1,-7.333333333333333,77.63353965419041
96,Alejandro_Toledo_0036.jpg,1,-4.0,65.4953262417676
2854,Li_Zhaoxing_0002.jpg,1,-19.0,64.71600188248637
3913,Robert_Vowler_0001.jpg,1,-8.666666666666666,77.33712234806507
3837,Richard_Myers_0015.jpg,1,-16.666666666666668,66.68838764517255
919,Conan_OBrien_0002.jpg,0,-29.0,81.04876196839156
2557,Julianne_Moore_0016.jpg,0,-1.6666666666666667,22.65596654458168
2371,John_Ashcroft_0037.jpg,1,-1.0,62.33967152085998
976,Dan_Kellner_0001.jpg,0,-18.0,65.77341965843053
22,Abner_Martinez_0001.jpg,0,-27.666666666666668,70.43977801632838
4581,Vaclav_Havel_0006.jpg,1,-6.0,78.46993920050843
2763,Larry_Brown_0007.jpg,3,-48.333333333333336,80.85818489190716
1395,Gary_Carter_0001.jpg,0,-2.0,59.02924506849467
3358,Nancy_Reagan_0001.jpg,0,-2.0,71.70154525319174
105,Alexandra_Stevenson_0002.jpg,1,-22.0,69.36039506169342
4739,Wu_Peng_0001.jpg,1,-24.0,76.0273651448283
1144,Donald_Rumsfeld_0087.jpg,1,-6.0,63.306816597280125
586,Britney_Spears_0014.jpg,0,-28.333333333333332,76.19711848260341
1094,Dick_Cheney_0013.jpg,0,-7.0,72.1770488734684
949,Daisy_Fuentes_0001.jpg,0,-14.333333333333334,73.90502444630073
1466,George_W_Bush_0108.jpg,1,-0.6666666666666666,69.3366305721611
3688,Princess_Masako_0001.jpg,0,-8.0,64.41694345283878
4617,Venus_Williams_0017.jpg,0,-28.666666666666668,70.26166030136562
4440,Tom_Crean_0005.jpg,0,-66.0,87.03036721937407
4354,Terry_Lynn_Barton_0001.jpg,1,-1.3333333333333333,61.0294135364989
1764,Hamid_Karzai_0022.jpg,0,-11.666666666666666,63.792742981419345
3636,Peter_Gilmour_0001.jpg,1,-5.333333333333333,64.96681512490858
1762,Hamid_Karzai_0017.jpg,1,-9.333333333333334,59.69430849861674
60,Alan_Greenspan_0003.jpg,2,-9.666666666666666,59.382442166992945
2176,Jennifer_Aniston_0009.jpg,0,-15.666666666666666,75.41626122228152
2375,John_Ashcroft_0048.jpg,1,-19.0,76.47314758160582
4081,Scott_McClellan_0003.jpg,1,-8.0,72.37658628461648
2374,John_Ashcroft_0046.jpg,1,-12.333333333333334,66.0232556412294
57,Alan_Ball_0001.jpg,0,-22.666666666666668,74.6503962541369
3891,Robert_Downey_Jr_0001.jpg,1,-0.6666666666666666,70.33941593627328
1040,David_Wolf_0001.jpg,1,-2.6666666666666665,65.89381629524547
4562,Trent_Lott_0016.jpg,1,-11.666666666666666,66.18590782382356
720,Charlie_Williams_0001.jpg,1,1.3333333333333333,57.69556782555139
3970,Romeo_Gigli_0001.jpg,0,-11.333333333333334,69.42498939322306
373,Ashanti_0005.jpg,0,-44.0,87.04941448558822
2946,Luiz_Inacio_Lula_da_Silva_0013.jpg,0,-14.0,65.54934385055851
2237,Jeremy_Greenstock_0016.jpg,1,-10.666666666666666,65.34470748153787
3494,Olivia_Newton-John_0002.jpg,0,-25.333333333333332,76.55670066659754
1352,Francis_Collins_0001.jpg,1,-11.333333333333334,73.47147128937603
4561,Trent_Lott_0015.jpg,0,-33.666666666666664,73.06484120807522
2077,Janet_Napolitano_0004.jpg,1,-17.333333333333332,70.72910270078458
411,Barry_Alvarez_0002.jpg,1,0.6666666666666666,44.24730457256934
3585,Paul_ONeill_0008.jpg,1,-23.333333333333332,71.79404234037065
2611,Kate_Hudson_0004.jpg,0,-3.0,69.15171250634762
3855,Rick_Bragg_0001.jpg,1,-5.333333333333333,61.977141673082954
1628,Gerry_Adams_0002.jpg,1,-6.333333333333333,70.25344165244748
231,Andy_Roddick_0003.jpg,0,-26.0,61.679563164071844
415,Bartosz_Kizierowski_0001.jpg,0,-27.666666666666668,75.72958859148315
2866,Linda_Dano_0001.jpg,0,-25.0,75.00935639447125
4001,Rudolph_Giuliani_0008.jpg,0,-18.666666666666668,66.03274916234912
3150,Megawati_Sukarnoputri_0029.jpg,0,-10.0,67.67889276540771
1261,Emma_Thompson_0001.jpg,0,-22.333333333333332,70.54167888707791
4720,William_Rehnquist_0001.jpg,0,-14.666666666666666,76.09163030466719
2089,Jan_Peter_Balkenende_0001.jpg,0,-1.0,57.62582141815983
1347,Flavia_Delaroli_0001.jpg,0,-18.0,63.89784403497773
3612,Pedro_Velasquez_0001.jpg,0,-11.666666666666666,73.37183114476788
340,Ari_Fleischer_0003.jpg,1,-10.666666666666666,69.84071255190476
216,Andre_Agassi_0015.jpg,0,-29.333333333333332,73.2058838300286
3095,Mary-Kate_Olsen_0003.jpg,0,-12.333333333333334,69.70273013473212
2173,Jennette_Bradley_0001.jpg,0,-33.666666666666664,83.14439148637831
2515,Jose_Woldenberg_0001.jpg,2,-14.333333333333334,69.15311042650866
3138,Megawati_Sukarnoputri_0009.jpg,1,0.6666666666666666,61.86789873968298
3379,Nasser_al-Kidwa_0001.jpg,1,-4.0,61.2324475238234
4749,Yana_Klochkova_0001.jpg,0,-37.666666666666664,81.29903497726954
4675,Walter_Mondale_0005.jpg,0,-18.333333333333332,76.61544255606883
2451,John_Wolf_0001.jpg,0,-1.6666666666666667,65.5606015381833
639,Carlos_Menem_0016.jpg,0,-12.333333333333334,72.50021178826005
2148,Jean_Chretien_0003.jpg,0,-12.666666666666666,71.93201928156805
1496,George_W_Bush_0229.jpg,1,-1.6666666666666667,66.24734113617282
1059,Dennis_Hastert_0002.jpg,1,-5.666666666666667,60.997394152747255
1148,Donald_Rumsfeld_0094.jpg,0,-3.6666666666666665,67.9617122644069
871,Colin_Powell_0153.jpg,1,-12.0,78.16757628773559
4004,Rudolph_Giuliani_0015.jpg,1,-18.333333333333332,63.05169310542111
3515,Otto_Schily_0001.jpg,1,-3.6666666666666665,57.51943405595752
2485,Joseph_Biden_0004.jpg,1,-7.666666666666667,74.33472092699425
420,Beecher_Ray_Kirby_0001.jpg,0,-11.666666666666666,63.28787998183505
1680,Goran_Persson_0001.jpg,3,-19.333333333333332,69.12633393470679
65,Alberta_Lee_0001.jpg,0,-23.0,71.83585702607911
2385,John_Eder_0001.jpg,0,-22.0,66.63515709368181
4094,Sean_OKeefe_0001.jpg,0,-6.0,68.91961932088454
3673,Pierce_Brosnan_0015.jpg,1,-4.333333333333333,67.31324928579636
4516,Tony_Blair_0087.jpg,2,-26.333333333333332,83.25802147624219
1054,Denise_Johnson_0001.jpg,1,-8.333333333333334,63.8245882942793
637,Carlos_Menem_0014.jpg,0,-29.666666666666668,75.20169678246589
3608,Pedro_Almodovar_0005.jpg,0,-20.333333333333332,72.32115663643549
1603,Gerhard_Schroeder_0031.jpg,0,-20.333333333333332,66.862101802437
1967,Jack_Straw_0007.jpg,1,-28.333333333333332,83.31509373631322
1383,Fujio_Cho_0001.jpg,0,-24.333333333333332,71.6331514803269
183,Amanda_Marsh_0001.jpg,0,-23.0,73.85182402462856
2526,Juan_Carlos_Ferrero_0018.jpg,1,-3.6666666666666665,64.1251918119041
2879,Linn_Thornton_0001.jpg,0,-4.333333333333333,63.45307232548518
1604,Gerhard_Schroeder_0035.jpg,1,-11.666666666666666,79.25461711414695
3870,Robbie_Williams_0001.jpg,0,1.0,54.69918523206633
3766,Ray_Sherman_0001.jpg,0,-19.333333333333332,86.52919432531564
2796,Laura_Morante_0001.jpg,0,-15.333333333333334,74.43847608228748
1773,Hans_Blix_0006.jpg,1,-1.6666666666666667,64.70964227043885
4379,Tiger_Woods_0001.jpg,4,-2.3333333333333335,62.695290050080054
2915,Lloyd_Novick_0001.jpg,1,-5.333333333333333,61.13741152711074
771,Chris_Hernandez_0001.jpg,2,-5.0,60.67073908660484
4109,Serena_Williams_0006.jpg,3,-26.666666666666668,74.35334401649992
25,Adelina_Avila_0001.jpg,1,-1.0,48.229487634730795
1852,Hisham_Halawi_0001.jpg,1,-3.6666666666666665,73.71384516397264
2023,James_Brown_0001.jpg,1,-27.0,80.96516081893486
2921,Louis_Van_Gaal_0001.jpg,1,-16.0,73.93012722207818
2064,Jamie_Carey_0001.jpg,0,-24.666666666666668,60.28003063557288
837,Colin_Powell_0078.jpg,1,-8.333333333333334,76.16379209731879
1242,Ellen_MacArthur_0001.jpg,0,-22.333333333333332,67.74840394447843
1283,Erik_Morales_0002.jpg,1,-0.6666666666666666,60.37857069613324
528,Bob_Huggins_0002.jpg,0,-24.0,69.54340862649028
3219,Michael_Rolinee_0001.jpg,1,-12.666666666666666,60.188246360896756
3648,Pete_Rose_0002.jpg,1,-13.666666666666666,54.675280023743284
981,Dan_Wheldon_0002.jpg,1,-5.333333333333333,64.07494868076687
4275,Steve_Valentine_0001.jpg,0,-23.0,85.94092105490088
2871,Lindsay_Davenport_0002.jpg,3,-17.666666666666668,72.17168382660046
2504,Jose_Maria_Aznar_0012.jpg,1,-2.3333333333333335,67.81063503008501
1600,Gerhard_Schroeder_0026.jpg,0,-19.333333333333332,61.59959899939133
3948,Roh_Moo-hyun_0003.jpg,0,-12.333333333333334,73.86814037614428
3408,Nestor_Kirchner_0005.jpg,0,-10.0,63.65245607484335
2976,Magui_Serna_0002.jpg,0,-20.333333333333332,66.51820262361886
455,Billy_Beane_0001.jpg,0,-30.0,83.09356047484994
1405,Gavyn_Davies_0001.jpg,0,-4.333333333333333,64.40589887338412
1377,Fred_Eckhard_0001.jpg,1,-8.333333333333334,61.841902038592444
853,Colin_Powell_0124.jpg,1,-11.666666666666666,86.38159185708902
3859,Rick_Pitino_0003.jpg,0,-30.0,76.60960779771958
4223,Sourav_Ganguly_0005.jpg,0,1.6666666666666667,59.99373705778936
2594,Justin_Timberlake_0002.jpg,0,-32.0,80.47581924217337
2435,John_Prescott_0001.jpg,1,1.6666666666666667,60.34831495283907
3605,Paul_Wollnough_0001.jpg,1,-15.333333333333334,68.33310687221596
1112,Dominique_de_Villepin_0007.jpg,1,0.6666666666666666,80.22059901870851
4085,Scott_Rudin_0001.jpg,0,-24.333333333333332,68.02466381793631
4332,Tara_Reid_0001.jpg,0,-37.0,89.82461284450024
582,Britney_Spears_0006.jpg,0,-24.333333333333332,79.08165182714218
2637,Keith_Van_Horn_0001.jpg,0,-37.666666666666664,87.45586380676171
1039,David_Westerfield_0001.jpg,1,-0.3333333333333333,62.43261072831202
2886,Lisa_Ling_0001.jpg,0,-30.0,91.66566228347729
3071,Martha_Beatriz_Roque_0002.jpg,1,1.3333333333333333,49.87661462901437
1056,Dennis_Archer_0001.jpg,0,-2.3333333333333335,68.23105019763848
3613,Penelope_Cruz_0001.jpg,0,-26.333333333333332,79.87015035014656
4538,Tony_Blair_0133.jpg,0,-19.0,76.35388436379282
