,image,emotion
3203,Michael_Bloomberg_0011.jpg,NEUTRAL
296,Antonio_Banderas_0004.jpg,SURPRISE
4318,Sue_Slavec_0001.jpg,HAPPINESS
2901,Lisa_Girman_0001.jpg,HAPPINESS
4797,Yao_Ming_0008.jpg,NEUTRAL
1116,Dionne_Warwick_0001.jpg,HAPPINESS
3341,Mohammad_Khatami_0009.jpg,HAPPINESS
2545,Juan_Ignacio_Chela_0003.jpg,HAPPINESS
711,Charles_Grassley_0001.jpg,NEUTRAL
1114,Dino_de_Laurentis_0001.jpg,NEUTRAL
2911,Liza_Minnelli_0002.jpg,NEUTRAL
525,Bob_Holden_0001.jpg,NEUTRAL
3042,Mariah_Carey_0007.jpg,HAPPINESS
1583,George_W_Bush_0489.jpg,NEUTRAL
2609,Justin_Marshall_0001.jpg,NEUTRAL
2662,Kelvin_Sampson_0003.jpg,NEUTRAL
814,Cole_Chapman_0001.jpg,HAPPINESS
3696,Phil_Gramm_0001.jpg,NEUTRAL
4524,Tony_Blair_0016.jpg,NEUTRAL
1651,Gilles_Panizzi_0001.jpg,HAPPINESS
3555,Pamela_Melroy_0001.jpg,HAPPINESS
856,Colin_Powell_0111.jpg,NEUTRAL
2556,Judi_Dench_0002.jpg,NEUTRAL
485,Bill_Gates_0015.jpg,NEUTRAL
4623,Valdas_Adamkus_0001.jpg,NEUTRAL
3905,Roberta_Combs_0001.jpg,NEUTRAL
2259,Jerome_Jenkins_0001.jpg,NEUTRAL
673,Carol_Moseley_Braun_0001.jpg,HAPPINESS
4187,Shane_Hmiel_0001.jpg,HAPPINESS
3330,Mohamed_ElBaradei_0004.jpg,HAPPINESS
1688,GL_Peiris_0001.jpg,NEUTRAL
4422,Tim_Allen_0001.jpg,HAPPINESS
3147,Maura_Tierney_0001.jpg,HAPPINESS
1412,Gary_Doer_0002.jpg,HAPPINESS
615,Camille_Lewis_0001.jpg,HAPPINESS
3207,Michael_Boyce_0001.jpg,NEUTRAL
1462,George_W_Bush_0042.jpg,ANGER
2788,Larry_Ralston_0001.jpg,NEUTRAL
1656,Gina_Torres_0001.jpg,NEUTRAL
4286,Stephen_Arigbabu_0001.jpg,DISGUST
925,Conan_OBrien_0001.jpg,HAPPINESS
2361,Johnny_Tapia_0002.jpg,HAPPINESS
1495,George_W_Bush_0183.jpg,NEUTRAL
2434,John_Negroponte_0003.jpg,HAPPINESS
831,Colin_Powell_0031.jpg,NEUTRAL
2909,Liu_Mingkang_0002.jpg,HAPPINESS
3031,Marco_Antonio_Barrera_0006.jpg,HAPPINESS
662,Carmen_Electra_0001.jpg,HAPPINESS
3783,Raquel_Welch_0002.jpg,HAPPINESS
1894,Hugo_Chavez_0038.jpg,HAPPINESS
4172,Sergey_Lavrov_0010.jpg,NEUTRAL
2279,Jiang_Zemin_0004.jpg,HAPPINESS
3027,Marcelo_Rios_0005.jpg,NEUTRAL
1163,Donald_Rumsfeld_0106.jpg,HAPPINESS
1434,George_HW_Bush_0005.jpg,HAPPINESS
2507,Joseph_Ganim_0001.jpg,NEUTRAL
982,Danny_Morgan_0001.jpg,HAPPINESS
1640,Gerhard_Schroeder_0106.jpg,NEUTRAL
2436,John_Negroponte_0009.jpg,NEUTRAL
2695,Kim_Clijsters_0007.jpg,NEUTRAL
1024,David_Heymann_0001.jpg,NEUTRAL
1763,Hal_Gehman_0004.jpg,NEUTRAL
2179,Jeb_Bush_0006.jpg,HAPPINESS
4289,Stephen_Joseph_0001.jpg,NEUTRAL
2854,Lesley_McCulloch_0002.jpg,NEUTRAL
3973,Roger_Federer_0012.jpg,NEUTRAL
2426,John_Manley_0004.jpg,HAPPINESS
2674,Kevin_Costner_0007.jpg,HAPPINESS
1455,George_W_Bush_0012.jpg,SURPRISE
2101,Janice_Abreu_0001.jpg,HAPPINESS
2075,James_Williams_0001.jpg,HAPPINESS
69,Alberto_Fujimori_0002.jpg,NEUTRAL
4482,Tom_Daschle_0016.jpg,NEUTRAL
3650,Pervez_Musharraf_0004.jpg,HAPPINESS
1709,Gregorio_Honasan_0001.jpg,NEUTRAL
3958,Rodolfo_Abalos_0001.jpg,NEUTRAL
1011,David_Beckham_0015.jpg,NEUTRAL
578,Brian_StPierre_0001.jpg,NEUTRAL
4484,Tom_Daschle_0025.jpg,NEUTRAL
4459,Tommy_Thompson_0002.jpg,NEUTRAL
261,Anita_DeFrantz_0001.jpg,HAPPINESS
854,Colin_Powell_0107.jpg,HAPPINESS
1045,David_Trimble_0001.jpg,NEUTRAL
172,Al_Gore_0004.jpg,NEUTRAL
1881,Howard_Dean_0001.jpg,NEUTRAL
1948,Igor_Ivanov_0015.jpg,NEUTRAL
19,Abdullah_Gul_0013.jpg,NEUTRAL
513,Bobby_Kielty_0001.jpg,HAPPINESS
2599,Junichiro_Koizumi_0060.jpg,HAPPINESS
3087,Marquis_Estill_0001.jpg,SURPRISE
4662,Vicente_Fox_0005.jpg,HAPPINESS
2112,Jason_Jennings_0002.jpg,HAPPINESS
2989,Madeleine_Webber_0001.jpg,HAPPINESS
3239,Michael_Powell_0004.jpg,NEUTRAL
2835,Len_Jenoff_0001.jpg,NEUTRAL
4750,William_Hyde_0001.jpg,HAPPINESS
3479,Nicole_Kidman_0002.jpg,HAPPINESS
2917,Lleyton_Hewitt_0006.jpg,SURPRISE
1138,Donald_Rumsfeld_0044.jpg,NEUTRAL
4349,Takenori_Kanzaki_0001.jpg,NEUTRAL
2411,John_Howard_0009.jpg,NEUTRAL
849,Colin_Powell_0087.jpg,NEUTRAL
4474,Tom_Craddick_0003.jpg,NEUTRAL
3310,Mikhail_Youzhny_0003.jpg,HAPPINESS
2725,Kirsten_Gilham_0001.jpg,HAPPINESS
3776,Randy_Dryer_0001.jpg,HAPPINESS
811,Cliff_Ellis_0001.jpg,HAPPINESS
3897,Rita_Grande_0003.jpg,NEUTRAL
3100,Martina_McBride_0003.jpg,HAPPINESS
2094,Janez_Drnovsek_0001.jpg,HAPPINESS
3253,Michele_Placido_0001.jpg,HAPPINESS
2730,Kofi_Annan_0006.jpg,HAPPINESS
137,Ali_Naimi_0005.jpg,NEUTRAL
2998,Mahathir_Mohamad_0005.jpg,NEUTRAL
1597,Geraldine_Chaplin_0001.jpg,HAPPINESS
4789,Yana_Klochkova_0001.jpg,HAPPINESS
4104,Sarah_Jessica_Parker_0006.jpg,HAPPINESS
1828,Heidi_Klum_0004.jpg,HAPPINESS
1493,George_W_Bush_0175.jpg,NEUTRAL
4520,Tony_Blair_0007.jpg,HAPPINESS
380,Ashton_Kutcher_0003.jpg,NEUTRAL
1029,David_McCallum_0001.jpg,NEUTRAL
379,Ashton_Kutcher_0002.jpg,NEUTRAL
2629,Kate_Hudson_0007.jpg,HAPPINESS
3222,Michael_Hagee_0001.jpg,NEUTRAL
3376,Najib_al-Salhi_0001.jpg,NEUTRAL
1537,George_W_Bush_0326.jpg,NEUTRAL
1501,George_W_Bush_0208.jpg,HAPPINESS
3763,Raja_Ramani_0001.jpg,NEUTRAL
247,Angelina_Jolie_0003.jpg,HAPPINESS
2073,James_Spalding_0001.jpg,NEUTRAL
3882,Rich_Gannon_0001.jpg,HAPPINESS
294,Antonio_Banderas_0001.jpg,NEUTRAL
1639,Gerhard_Schroeder_0103.jpg,SURPRISE
642,Carlos_Menem_0012.jpg,HAPPINESS
3411,Natalie_Coughlin_0001.jpg,HAPPINESS
3254,Michelle_Branch_0001.jpg,HAPPINESS
3241,Michael_Richards_0001.jpg,HAPPINESS
4500,Tom_Ridge_0021.jpg,NEUTRAL
3800,Rebecca_Romijn-Stamos_0002.jpg,HAPPINESS
474,Bill_Clinton_0029.jpg,NEUTRAL
1998,Jacques_Chirac_0005.jpg,HAPPINESS
2664,Kemal_Dervis_0003.jpg,NEUTRAL
45,Ahmed_Chalabi_0005.jpg,NEUTRAL
971,Daniel_Day-Lewis_0002.jpg,HAPPINESS
2321,JK_Rowling_0005.jpg,HAPPINESS
4753,William_Macy_0001.jpg,HAPPINESS
93,Alejandro_Toledo_0016.jpg,NEUTRAL
1982,Jack_Straw_0007.jpg,NEUTRAL
4228,Silvio_Berlusconi_0009.jpg,HAPPINESS
893,Colin_Powell_0180.jpg,ANGER
3291,Mike_Szymanczyk_0001.jpg,NEUTRAL
3847,Richard_Chamberlain_0001.jpg,HAPPINESS
1530,George_W_Bush_0302.jpg,NEUTRAL
1317,Evo_Morales_0001.jpg,NEUTRAL
12,Abdullah_Gul_0004.jpg,HAPPINESS
1677,Gloria_Macapagal_Arroyo_0020.jpg,HAPPINESS
3637,Pedro_Almodovar_0004.jpg,HAPPINESS
2086,Janet_Chandler_0001.jpg,NEUTRAL
2685,Khatol_Mohammad_Zai_0001.jpg,NEUTRAL
4653,Venus_Williams_0014.jpg,HAPPINESS
2149,Jean-Pierre_Raffarin_0004.jpg,NEUTRAL
3366,Muhammad_Saeed_al-Sahhaf_0002.jpg,NEUTRAL
3584,Paulie_Ayala_0001.jpg,NEUTRAL
1820,Hayden_Panettiere_0001.jpg,HAPPINESS
1796,Hans_Blix_0021.jpg,HAPPINESS
3061,Marina_Silva_0001.jpg,HAPPINESS
4272,Stan_Heath_0001.jpg,NEUTRAL
1143,Donald_Rumsfeld_0055.jpg,NEUTRAL
974,Daniel_Radcliffe_0001.jpg,HAPPINESS
3721,Prince_Claus_0001.jpg,HAPPINESS
2784,Larry_Johnson_0002.jpg,HAPPINESS
775,Chris_Cornell_0001.jpg,NEUTRAL
387,Atal_Bihari_Vajpayee_0005.jpg,HAPPINESS
361,Arnold_Schwarzenegger_0014.jpg,HAPPINESS
3618,Paul_Pierce_0002.jpg,HAPPINESS
1804,Hans_Blix_0035.jpg,HAPPINESS
3406,Nasser_al-Kidwa_0002.jpg,NEUTRAL
4034,Rudolph_Giuliani_0008.jpg,HAPPINESS
4584,Tony_Curtis_0002.jpg,HAPPINESS
4021,Roy_Jones_Jr_0001.jpg,HAPPINESS
3893,Rick_Santorum_0002.jpg,NEUTRAL
4373,Taufik_Hidayat_0003.jpg,NEUTRAL
3704,Pierre_Boulanger_0001.jpg,HAPPINESS
3227,Michael_J_Sheehan_0001.jpg,HAPPINESS
2958,Luis_Horna_0001.jpg,NEUTRAL
4248,Sonia_Gandhi_0002.jpg,HAPPINESS
2824,LeBron_James_0003.jpg,NEUTRAL
2276,Jewel_Howard-Taylor_0001.jpg,HAPPINESS
2108,Jan_Ullrich_0006.jpg,HAPPINESS
3158,Megawati_Sukarnoputri_0007.jpg,NEUTRAL
3488,Nicole_Kidman_0016.jpg,HAPPINESS
2562,Julianna_Margulies_0002.jpg,HAPPINESS
425,Benazir_Bhutto_0003.jpg,NEUTRAL
935,Corinne_Coman_0002.jpg,HAPPINESS
4051,Ruth_Christofferson_0001.jpg,NEUTRAL
2401,John_Edwards_0003.jpg,HAPPINESS
2724,Kirsten_Dunst_0001.jpg,HAPPINESS
2848,Leonid_Kuchma_0001.jpg,NEUTRAL
1631,Gerhard_Schroeder_0083.jpg,NEUTRAL
4348,Takaloo_0001.jpg,NEUTRAL
2001,Jacques_Chirac_0022.jpg,HAPPINESS
2432,John_McCormack_0002.jpg,NEUTRAL
168,Alyson_Hannigan_0001.jpg,HAPPINESS
382,Askar_Akayev_0001.jpg,NEUTRAL
1861,Hillary_Clinton_0011.jpg,HAPPINESS
2105,Jan_Pronk_0001.jpg,NEUTRAL
558,Brandon_Spann_0001.jpg,NEUTRAL
1481,George_W_Bush_0113.jpg,NEUTRAL
2199,Jennifer_Capriati_0014.jpg,NEUTRAL
3498,Noelle_Bush_0001.jpg,HAPPINESS
1240,Eliane_Karp_0003.jpg,HAPPINESS
2331,Job_Cohen_0002.jpg,NEUTRAL
4122,Scott_Wolf_0001.jpg,HAPPINESS
4743,William_Donaldson_0007.jpg,NEUTRAL
3826,Renee_Zellweger_0014.jpg,HAPPINESS
2229,Jennifer_Lopez_0014.jpg,HAPPINESS
4209,Sheryl_Crow_0001.jpg,HAPPINESS
4471,Tom_Coughlin_0001.jpg,NEUTRAL
145,Ally_Sheedy_0001.jpg,HAPPINESS
3072,Mark_Dacey_0002.jpg,ANGER
549,Bo_Pelini_0002.jpg,HAPPINESS
572,Brian_Jordan_0001.jpg,HAPPINESS
3772,Ralph_Goodale_0001.jpg,NEUTRAL
3138,Matthew_Perry_0002.jpg,NEUTRAL
1478,George_W_Bush_0102.jpg,NEUTRAL
89,Alejandro_Toledo_0007.jpg,HAPPINESS
2338,Joe_Darrell_0001.jpg,HAPPINESS
2249,Jeremy_Greenstock_0013.jpg,NEUTRAL
2246,Jeremy_Greenstock_0007.jpg,NEUTRAL
4170,Sergey_Lavrov_0008.jpg,NEUTRAL
1853,Hilary_McKay_0001.jpg,NEUTRAL
1663,Gloria_Macapagal_Arroyo_0001.jpg,HAPPINESS
2816,Laurel_Clark_0001.jpg,NEUTRAL
4588,Tony_Stewart_0003.jpg,HAPPINESS
947,Cruz_Bustamante_0003.jpg,HAPPINESS
4636,Vanessa_Incontrada_0004.jpg,HAPPINESS
3050,Maria_Guida_0001.jpg,HAPPINESS
3434,Nestor_Kirchner_0003.jpg,HAPPINESS
1275,Emma_Watson_0003.jpg,HAPPINESS
4359,Tammy_Lynn_Michaels_0001.jpg,HAPPINESS
909,Colin_Powell_0200.jpg,NEUTRAL
2879,Lin_Yi-fu_0001.jpg,NEUTRAL
1221,Edward_Belvin_0001.jpg,NEUTRAL
4686,Vince_Dooley_0001.jpg,NEUTRAL
1730,Guillermo_Coria_0011.jpg,NEUTRAL
1430,George_Clooney_0007.jpg,NEUTRAL
3170,Megawati_Sukarnoputri_0027.jpg,NEUTRAL
2420,John_Kerry_0009.jpg,NEUTRAL
74,Albert_Costa_0006.jpg,NEUTRAL
4634,Val_Ackerman_0001.jpg,NEUTRAL
403,Bak_Chang-Ryun_0001.jpg,NEUTRAL
1613,Gerhard_Schroeder_0016.jpg,HAPPINESS
1708,Gregg_Popovich_0004.jpg,SURPRISE
4149,Serena_Williams_0022.jpg,ANGER
779,Chris_Noth_0001.jpg,HAPPINESS
750,Choi_Yun-yong_0001.jpg,HAPPINESS
2565,Julianne_Moore_0004.jpg,HAPPINESS
798,Clara_Harris_0003.jpg,NEUTRAL
2836,Len_Jenoff_0002.jpg,NEUTRAL
2679,Kevin_Keegan_0001.jpg,HAPPINESS
4385,Terje_Roed-Larsen_0001.jpg,NEUTRAL
3449,Nestor_Kirchner_0033.jpg,HAPPINESS
4433,Tim_Howard_0001.jpg,HAPPINESS
2243,Jeremy_Fogel_0001.jpg,NEUTRAL
4478,Tom_Cruise_0002.jpg,HAPPINESS
4262,Spencer_Abraham_0013.jpg,HAPPINESS
4693,Vladimir_Putin_0001.jpg,HAPPINESS
1194,Dustin_Hoffman_0001.jpg,NEUTRAL
3614,Paul_ONeill_0005.jpg,NEUTRAL
3273,Mick_McCarthy_0001.jpg,NEUTRAL
2550,Juan_Pablo_Montoya_0003.jpg,HAPPINESS
3137,Matthew_McConaughey_0001.jpg,HAPPINESS
2521,Jose_Maria_Aznar_0014.jpg,NEUTRAL
2290,Jimmy_Carter_0001.jpg,NEUTRAL
3850,Richard_Daley_0001.jpg,NEUTRAL
4569,Tony_Blair_0121.jpg,HAPPINESS
2387,John_Ashcroft_0038.jpg,NEUTRAL
2971,Luiz_Inacio_Lula_da_Silva_0036.jpg,HAPPINESS
148,Alvaro_Silva_Calderon_0001.jpg,SURPRISE
2783,Larry_Johnson_0001.jpg,HAPPINESS
3364,Muhammad_Ali_0006.jpg,HAPPINESS
2003,Jacques_Chirac_0027.jpg,HAPPINESS
745,Chick_Hearn_0002.jpg,HAPPINESS
1699,Gordon_Lightfoot_0001.jpg,HAPPINESS
4607,Tung_Chee-hwa_0005.jpg,HAPPINESS
1466,George_W_Bush_0059.jpg,NEUTRAL
2428,John_Mayer_0002.jpg,HAPPINESS
2936,Lonnie_Donegan_0001.jpg,HAPPINESS
4416,Tiger_Woods_0001.jpg,SADNESS
1021,David_Dorfman_0001.jpg,HAPPINESS
2092,Janet_Napolitano_0004.jpg,NEUTRAL
915,Colin_Powell_0218.jpg,NEUTRAL
1857,Hillary_Clinton_0003.jpg,HAPPINESS
1836,Helene_Eksterowicz_0001.jpg,HAPPINESS
419,Barzan_al-Tikriti_0001.jpg,NEUTRAL
3487,Nicole_Kidman_0015.jpg,HAPPINESS
367,Arnold_Schwarzenegger_0039.jpg,HAPPINESS
1142,Donald_Rumsfeld_0054.jpg,NEUTRAL
4253,Sophia_Loren_0006.jpg,HAPPINESS
1091,Diana_Taylor_0001.jpg,HAPPINESS
4616,Urmila_Matondkar_0001.jpg,HAPPINESS
3718,Princess_Masako_0001.jpg,HAPPINESS
2227,Jennifer_Lopez_0012.jpg,HAPPINESS
2747,Kristin_Davis_0001.jpg,HAPPINESS
1277,Emyr_Jones_Parry_0001.jpg,NEUTRAL
4332,Syed_Ibrahim_0001.jpg,NEUTRAL
3080,Mark_Mulder_0001.jpg,HAPPINESS
2454,John_Ruiz_0001.jpg,HAPPINESS
1362,Florecita_Cobian_0001.jpg,HAPPINESS
3888,Rick_Carlisle_0004.jpg,HAPPINESS
1296,Erin_Brockovich_0001.jpg,HAPPINESS
3036,Marc_Racicot_0001.jpg,NEUTRAL
1230,Ed_Smart_0001.jpg,HAPPINESS
3544,Otto_Schily_0001.jpg,NEUTRAL
4363,Tanya_Holyk_0001.jpg,HAPPINESS
1023,David_Hanson_0001.jpg,HAPPINESS
2444,John_Nimmo_0001.jpg,HAPPINESS
1133,Donald_Rumsfeld_0020.jpg,NEUTRAL
1536,George_W_Bush_0325.jpg,NEUTRAL
4026,Rubens_Barrichello_0010.jpg,HAPPINESS
918,Colin_Powell_0230.jpg,NEUTRAL
3025,Marcelo_Rios_0003.jpg,SADNESS
577,Brian_Pavlich_0001.jpg,NEUTRAL
2004,Jacques_Chirac_0028.jpg,NEUTRAL
4523,Tony_Blair_0014.jpg,HAPPINESS
4036,Rudolph_Giuliani_0014.jpg,NEUTRAL
1322,Farouk_al-Sharaa_0002.jpg,NEUTRAL
3162,Megawati_Sukarnoputri_0016.jpg,HAPPINESS
983,Dan_Bartlett_0001.jpg,NEUTRAL
3815,Red_Auerbach_0001.jpg,HAPPINESS
281,Ann_Veneman_0003.jpg,HAPPINESS
2047,James_Gandolfini_0002.jpg,NEUTRAL
4565,Tony_Blair_0115.jpg,NEUTRAL
1559,George_W_Bush_0392.jpg,NEUTRAL
2781,Larry_Flynt_0001.jpg,HAPPINESS
4300,Steve_Fehr_0001.jpg,NEUTRAL
2988,Madeleine_Albright_0002.jpg,NEUTRAL
443,Bernardo_Segura_0001.jpg,HAPPINESS
4760,William_Rosenberg_0001.jpg,HAPPINESS
3454,Nia_Vardalos_0001.jpg,HAPPINESS
2255,Jeremy_Greenstock_0021.jpg,NEUTRAL
3177,Meirion_Evans_0001.jpg,NEUTRAL
3375,Nadine_Vinzens_0002.jpg,HAPPINESS
2156,Jeane_Kirkpatrick_0001.jpg,SURPRISE
1806,Hans_Eichel_0002.jpg,SURPRISE
4326,Susilo_Bambang_Yudhoyono_0004.jpg,NEUTRAL
2524,Jose_Maria_Aznar_0019.jpg,NEUTRAL
2529,Jose_Sarney_0001.jpg,HAPPINESS
4684,Vince_Carter_0003.jpg,NEUTRAL
2135,Jean-Claude_Trichet_0001.jpg,HAPPINESS
1952,Ilie_Nastase_0001.jpg,NEUTRAL
3119,Mary_Carey_0002.jpg,HAPPINESS
1494,George_W_Bush_0176.jpg,NEUTRAL
3296,Mike_Weir_0001.jpg,NEUTRAL
2542,Juan_Carlos_Ferrero_0018.jpg,NEUTRAL
4517,Tony_Blair_0003.jpg,HAPPINESS
2716,Kimberly_Stewart_0001.jpg,HAPPINESS
1400,Fujio_Mitarai_0001.jpg,HAPPINESS
4202,Shawn_Marion_0001.jpg,HAPPINESS
4152,Serena_Williams_0028.jpg,ANGER
1102,Dick_Cheney_0009.jpg,NEUTRAL
1609,Gerhard_Schroeder_0002.jpg,HAPPINESS
706,Chang_Sang_0001.jpg,HAPPINESS
2637,Kathleen_Kennedy_Townsend_0003.jpg,HAPPINESS
1841,Henning_Scherf_0001.jpg,HAPPINESS
2200,Jennifer_Capriati_0015.jpg,ANGER
245,Angela_Merkel_0005.jpg,HAPPINESS
4135,Sebastien_Grosjean_0002.jpg,NEUTRAL
1600,Gerald_Barbarito_0001.jpg,HAPPINESS
749,Choi_Sung-hong_0003.jpg,HAPPINESS
4466,Tomoko_Hagiwara_0001.jpg,HAPPINESS
744,Chick_Hearn_0001.jpg,HAPPINESS
1457,George_W_Bush_0016.jpg,NEUTRAL
4589,Tony_Stewart_0006.jpg,HAPPINESS
3396,Naomi_Watts_0014.jpg,HAPPINESS
417,Barry_Zito_0002.jpg,NEUTRAL
4658,Viara_Vike-Freiberga_0001.jpg,NEUTRAL
4591,Toshi_Izawa_0001.jpg,NEUTRAL
1226,Edwina_Currie_0003.jpg,HAPPINESS
3337,Mohammad_Khatami_0002.jpg,NEUTRAL
3730,Priscilla_Presley_0002.jpg,NEUTRAL
141,Allison_Janney_0001.jpg,SURPRISE
3,Abbas_Kiarostami_0001.jpg,NEUTRAL
206,Andrea_Bocelli_0001.jpg,NEUTRAL
978,Danny_Avalon_0001.jpg,HAPPINESS
4283,Stephane_Delajoux_0001.jpg,NEUTRAL
1860,Hillary_Clinton_0010.jpg,HAPPINESS
1974,Jackie_Chan_0009.jpg,HAPPINESS
2903,Lisa_Ling_0001.jpg,HAPPINESS
901,Colin_Powell_0192.jpg,NEUTRAL
2621,Karen_Mok_0002.jpg,HAPPINESS
1196,Dwayne_Wade_0001.jpg,HAPPINESS
2611,Justin_Wilson_0001.jpg,HAPPINESS
3955,Rob_Schneider_0001.jpg,HAPPINESS
2333,Joel_Todd_0001.jpg,NEUTRAL
447,Bernard_Law_0005.jpg,HAPPINESS
121,Alicia_Keys_0001.jpg,HAPPINESS
1009,David_Beckham_0011.jpg,HAPPINESS
1253,Ellen_Engleman_0002.jpg,NEUTRAL
4158,Serena_Williams_0039.jpg,ANGER
579,Brian_Williams_0001.jpg,HAPPINESS
3682,Pete_Sampras_0008.jpg,HAPPINESS
1818,Hassan_Nasrallah_0002.jpg,NEUTRAL
3507,Norah_Jones_0011.jpg,HAPPINESS
310,Ariel_Sharon_0007.jpg,NEUTRAL
3440,Nestor_Kirchner_0013.jpg,HAPPINESS
2171,Jean_Chretien_0031.jpg,NEUTRAL
274,Anne_McLellan_0002.jpg,NEUTRAL
3926,Robert_Evans_0002.jpg,HAPPINESS
2456,John_Snow_0006.jpg,NEUTRAL
4237,Silvio_Berlusconi_0029.jpg,NEUTRAL
1195,Du_Qinglin_0001.jpg,HAPPINESS
3806,Recep_Tayyip_Erdogan_0009.jpg,HAPPINESS
389,Atal_Bihari_Vajpayee_0008.jpg,HAPPINESS
4435,Tim_Robbins_0001.jpg,NEUTRAL
4673,Vicente_Fox_0026.jpg,NEUTRAL
4214,Sheryl_Crow_0006.jpg,HAPPINESS
1809,Han_Sung_Joo_0001.jpg,NEUTRAL
3985,Roh_Moo-hyun_0017.jpg,NEUTRAL
1034,David_Nalbandian_0004.jpg,NEUTRAL
4144,Serena_Williams_0009.jpg,ANGER
271,Anne_Krueger_0001.jpg,NEUTRAL
1268,Emmanuelle_Beart_0001.jpg,HAPPINESS
3363,Muhammad_Ali_0005.jpg,NEUTRAL
1149,Donald_Rumsfeld_0071.jpg,NEUTRAL
1776,Hamid_Karzai_0012.jpg,HAPPINESS
4168,Sergey_Lavrov_0005.jpg,NEUTRAL
3208,Michael_Caine_0004.jpg,HAPPINESS
2849,Leonid_Kuchma_0002.jpg,NEUTRAL
1513,George_W_Bush_0241.jpg,NEUTRAL
4106,Sarah_Michelle_Gellar_0003.jpg,HAPPINESS
600,Bryan_Chui_0001.jpg,HAPPINESS
1561,George_W_Bush_0399.jpg,NEUTRAL
4699,Vladimir_Putin_0023.jpg,HAPPINESS
4099,Sarah_Canale_0001.jpg,NEUTRAL
1829,Heidi_Klum_0005.jpg,HAPPINESS
3829,Rhett_Warrener_0001.jpg,HAPPINESS
1262,Elvis_Presley_0002.jpg,NEUTRAL
1112,Dieter_Zetsche_0001.jpg,NEUTRAL
2357,Johnny_Benson_0001.jpg,HAPPINESS
1499,George_W_Bush_0206.jpg,HAPPINESS
2938,Lori_Berenson_0001.jpg,NEUTRAL
472,Bill_Clinton_0021.jpg,HAPPINESS
3574,Patty_Schnyder_0001.jpg,SADNESS
2132,Jay_Garner_0004.jpg,NEUTRAL
1723,Guillaume_Soro_0002.jpg,NEUTRAL
183,Amanda_Bynes_0002.jpg,HAPPINESS
2959,Luis_Sanchez_0001.jpg,SADNESS
201,Ana_Isabel_Sanchez_0001.jpg,NEUTRAL
2064,James_Meeks_0001.jpg,NEUTRAL
4811,Yoriko_Kawaguchi_0013.jpg,HAPPINESS
3971,Roger_Etchegaray_0001.jpg,NEUTRAL
2478,Jong_Wook_Lee_0002.jpg,HAPPINESS
4125,Sean_Hayes_0001.jpg,HAPPINESS
3198,Michael_Ballack_0001.jpg,NEUTRAL
1391,Fred_Eckhard_0001.jpg,NEUTRAL
4211,Sheryl_Crow_0003.jpg,HAPPINESS
2517,Jose_Maria_Aznar_0006.jpg,NEUTRAL
1765,Hal_Sutton_0001.jpg,HAPPINESS
2815,Laura_Ziskin_0001.jpg,HAPPINESS
4242,Simon_Larose_0001.jpg,SURPRISE
564,Brett_Hull_0001.jpg,HAPPINESS
1423,Gennifer_Flowers_0001.jpg,NEUTRAL
4715,Walter_Mondale_0007.jpg,HAPPINESS
300,Antonio_Palocci_0004.jpg,NEUTRAL
1842,Henrique_Meirelles_0002.jpg,NEUTRAL
3608,Paul_Martin_0008.jpg,NEUTRAL
3540,Oscar_DLeon_0001.jpg,HAPPINESS
4570,Tony_Blair_0122.jpg,HAPPINESS
2558,Judy_Spreckels_0001.jpg,HAPPINESS
396,Augusto_Pinochet_0001.jpg,HAPPINESS
2668,Kenneth_Dam_0001.jpg,NEUTRAL
2700,Kim_Hong-up_0001.jpg,SADNESS
4630,Valery_Giscard_dEstaing_0003.jpg,NEUTRAL
4033,Rudolph_Giuliani_0006.jpg,NEUTRAL
3245,Michael_Sheehan_0001.jpg,HAPPINESS
1007,David_Beckham_0006.jpg,HAPPINESS
4081,Salma_Hayek_0010.jpg,HAPPINESS
795,Claire_Danes_0002.jpg,HAPPINESS
791,Cindy_Klassen_0001.jpg,HAPPINESS
4132,Sean_Penn_0003.jpg,HAPPINESS
3571,Patrick_Rafter_0001.jpg,HAPPINESS
1670,Gloria_Macapagal_Arroyo_0011.jpg,HAPPINESS
4577,Tony_Blair_0135.jpg,HAPPINESS
3155,Megawati_Sukarnoputri_0002.jpg,NEUTRAL
4817,Zach_Safrin_0001.jpg,NEUTRAL
205,Anders_Fogh_Rasmussen_0002.jpg,HAPPINESS
3175,Meg_Wakeman_0001.jpg,HAPPINESS
828,Colin_Powell_0025.jpg,NEUTRAL
1248,Elizabeth_Shue_0001.jpg,HAPPINESS
2825,LeBron_James_0005.jpg,HAPPINESS
2718,King_Abdullah_II_0001.jpg,HAPPINESS
922,Collis_Temple_III_0001.jpg,NEUTRAL
1606,Gerard_Kleisterlee_0001.jpg,NEUTRAL
1928,Hu_Jintao_0014.jpg,NEUTRAL
1801,Hans_Blix_0031.jpg,NEUTRAL
1732,Guillermo_Coria_0016.jpg,NEUTRAL
2439,John_Negroponte_0014.jpg,NEUTRAL
4054,Saburo_Kawabuchi_0002.jpg,HAPPINESS
3084,Mark_Shapiro_0001.jpg,HAPPINESS
2974,Luiz_Inacio_Lula_da_Silva_0043.jpg,NEUTRAL
2326,Joan_Laporta_0006.jpg,NEUTRAL
2734,Kofi_Annan_0014.jpg,NEUTRAL
3077,Mark_Lazarus_0001.jpg,NEUTRAL
